,userIdNo,contents,incitement,hate
9944,SNZe,점이나 운세 보듯이 재미로 하는게 아닌거 같아서 심히 걱정됩니다.,0,0
9945,4crdi,아무튼 이 정부는 잘하는게 조작밖에 없음,0,0
9946,36qfv,그렇게 자신 있으면 가세연 고소하면 되잖아~,0,0
9947,2VzLY,"핸드폰 정보 이제 다 비웠나보죠?

증거인멸고도 남을시간 이제서 핸드폰 암호
내놓겠다?

추씨가 돌머리 굴리시네..

물귀신인가?",0,0
9948,Uj2R,"ㅋㅋ  형수  보   오    오    지  찢는 다는  리재명과   그  옆에서    큰소리로  실실  쪼개던   혜경궁의  
목소리는  잊을수가 없다..     혜경궁의   절라도  비하  댓글  찾아봐라  ㅋㅋ   정상인이  아님 ㅋㅋ",0,1
9949,22QNr,"신기가 있다던 누구랑은 다르네요
화이팅 입니다",0,0
9950,2SrJt,청와대  세금처먹는  하마지,0,0
9951,lTqi,안철수로 밀어 춰야 현명한 시민,0,0
9952,1zuvR,제발좀 이상한 짓거리나 이상한 소리 하는 인간들좀 쳐내주길,0,0
9953,2ud3G,민주당은 아니다,0,0
9954,2CsTc,대통령은 오직 윤석렬 뿐이다~~ 너무 잘하고 있으니 계속 힘내새요~~,0,0
9955,cuC3P,ㅋㅋ 궁지에 몰린 똥견들이 왈왈왈 나 죄 마이 지은 사람이야,0,1
9956,38S3S,문죄인 니가 신적폐세력이다  떨고있냐?,0,1
9957,65K7R,송영길. 이재명. 윤미향. 조국. 김의겸. 김상조.  21세기 대한민국의 인간 쓰레기들.,0,1
9958,7nI13,윤석열 본부장비리 심각하다,0,0
9959,8Skyy,쓸렉기 같은 것들아 네들이 정치를 한다고 영구 퇴출이다 얼굴 내밀지 말라 총알도 아까워 똥물에 튀겨 돼질 것들,1,1
9960,4vWkx,"강성범은 잘못이 없다. 그는 그냥 강성범을 했을 뿐. MBC가 MBC를 하고, 조국이 조국을 하고, 윤미향이 윤미향을 하고, 정청래는 정청래를 하고, 김의겸은 김의겸을 하고, 김어준은 김어준을 하고, 추미애가 추미애를 하고, 박영선이 박영선을 하고, 김명수가 김명수를 하는 것은 모두 다 문재인의 그늘 아래서 일어나는 그저 흔한 일탈 중 하나일 뿐. 도토리 키재기를 하자는 것이 아닌 이상 선악으로 나누고 재단을 해서 크기를 나누고 일반 쓰레기, 음식 쓰레기, 지정폐기물등 분리수거를 목적하는 것은 무의미한 일이요, 시간낭비가 아닐까?",0,0
9961,25kRh,근데 왜 압수수색이랑 구속안시킴??증거인멸의 의도가 있을게 뻔한데,0,0
9962,7AhuY,여성정치 네트워크 이름만 들어도 소름이다,0,1
9963,35Dzg,탐욕없고 정직한 사람은 안철수 뿐이다.,0,0
9964,dJIHO,이젠 공수처 경찰 검찰에 이어 선관위까지 이죄명 지키기에 나섰네 중권이가 뭘 잘못했다고.. 좌빨들이 벌건 대낮 백주에 그린 벽화에는 한마디도 못하는 이 찌질이들아  중권이 말대로 대한민국 잘 돌아간다 불보듯 뻔하다 더듬어 강간당 애들과 이죄명 패거리들 정권 바뀌면 밤낮으로 데모하는 모습이..,0,1
9965,ux0N,아무리 그래도 무슨이유인들 정권쇼체해야겠다는 놈이 이 대선정국 이 시기에 매스컴에 나날이 개소리로 지네당 지네 대선후보 깎아 내리려고만하니 넌 안되는거야  윤후보가 약점이 있어도 지금은 커버쳐줘야하는데 장점을 부각시켜야할 시기에 못까서 안달이 났으니 넌 맨날 어린애 취급 받는거다 그 당대표 자리는 책임있게 무거운 자리다. 너 처럼 깃털처럼 가벼운 자리가 아니단 말이다. 이 글 혹시 본다면 앞으로 아닥하고 자숙해라 그냥 아무것도하지 말고 있으란 말이다. 사퇴하면 더 좋고,0,0
9966,3vk4T,윤도리 대통령 되면 이 나라는 이제 끝입니다,1,1
9967,2pkqt,석열아 이건 역풍이다 역풍!!!,0,0
9968,brqqK,이게 진짜 유용한 여론조사네  윤석열이  대통령이다,0,0
9969,367ap,국짐당  답다,0,1
9970,1nJTr,"그 당시 회사생활 했을 때 직장인들 강남, 아파트 이야기..광명듯 투자 이야기들..아무튼 집태크 열풍이었어...",0,0
9971,3Aiqx,"우낀 늠들, 그게 어디 마용성만의 문제겠어? 이늠들 집가진 국민을 호구로 아는겁지? 뭔늠의 나라가, 맨날연구 하는게 국민의 주머니 털 궁리만 하지? 가렴주구를 저지른 왕조치고 온전한 나라 없었다. 니들이 암만 같이 잘살자며 코스프레를 해도, 이러면 민심도 니들을 떠난 줄 알거라. 지질한 늠들아.",0,0
9972,3RIWi,이번대선은 정말 선택잘해야된다. 윤깡통은  절대뽑으면안된다..일본쓰레기 수산물 100프로 들어온다. 그리고 전쟁일어날수있다. 우크라이나가 우리나라가될수있다. 윤깡통 아는게없어서 미국일본믿고..지롤떠는데..북한넘들은 잃을게없다..그러나 우리나라는국지전만일어나도 엄청난손실이일어나고...젊은애들 동원령선포되어 개죽음된다.,1,1
9973,5NdAO,"혜경궁김씨 수사때처럼.

김혜경 수사 대충하지 마라.

그렇게 수사하고 완료 하는 대학생 리포트 보다  못한 수사. 지지.",0,0
9974,67yJx,다늙어서 뭘그리 끼웃거리냐?  얼마나 더 먹겠다고 ㅡㅡㅡㅋㅋ.,0,0
9975,2256b,조여사님 한건 하셨네~,0,0
9976,cjyxj,"교활이또바정선거운운하겠네
어제까지만해도교활이2.8이나나오던데",0,1
9977,1CGBn,보복은 뭔가 피해를 봤어야 보복을 하는거지. 윤가는 은혜를 원수로 갚는 망나니라는 표현이 맞지.,0,1
9978,2Tflh,"드루킹으로 대권잡은 민주당 부끄러운줄 알아라
뻔뻔함이 극에 달하는구나",0,0
9979,Uwom,네 .. 다음은 이낙연으로 지지자를  바꾸겠습니다....  이준석. 윤짜장은 극혐임......,0,1
9980,62Znh,적당히해라 그냥 말을하지마라,0,0
9981,5lqen,이준석이 이제 막가는 소리 해대고 있다. 그의 정치생명도 이제 끝났다.,0,0
9982,SND8,근데 꼴에 정치인이라고 주구장창 입만털던 당신보다 지지율이 훨씬 높은데 그런 말하면 안 쪽팔림?,0,0
9983,2YCwH,이리저리 둘러대고 거짓말하다 막다른곳에서 어쩔수없이 사과던져주는걸 사과라고 해야하나 싶네,0,0
9984,1Q1SC,시장 보궐선거 때도 이렇게 말하던데. 꿈 깨시오.,0,0
9985,b3Zzg,"강간범이누군지  밝히면도겠네  안밝히면그것또한이상한것,",0,0
9986,310aN,"본인똥 가릴려고 다른똥 섭외한건 아니고요??
 분명 검증했을텐데~~",0,0
9987,3cYKh,"공모마감바로전에 급조해서 공모넣구
업체 선정 심사 하루만에 끝
국민이 뇌없는 개돼지로  보이는지..
1원의 이익? 박근혜는 1원이라도 받아서
저지경됐냐?",0,0
9988,391xv,무슨 아파트입주자대표투표도아니고 대통령을 일단 뽑고나서 보자 이거냐? 확실하게 하고 투표해도모자랄판에.,0,0
9989,2354Z,작전계획은 군 지휘관 아는거지 민간인이 어떻게 아냐? 그리고 군사작전계획을 공개적으로 막 떠들어도 되나?,0,0
9990,eevL0,남쪽나라에 김제동말빨 따라갈사람 아직 태여나지 않았다～개돼지들은 믿던가 말던가～,0,0
9991,7wnwr,연일 여론조작으로도 윤석열 못 이겠나보네 ㅋㅋ 다시 시작된 민주당의 생떼탕 시즌2,0,0
9992,WL8c,"비겁한 인간~~
지 스스로도 어지간히  겁먹었나보네~~
이제 그만  후보사퇴해라~",0,0
9993,2klC,윤석열 대통령,0,0
9994,1G999,국민이 윤석열 지지하는 이유가 전정부가 불법을 저지른 범죄자들을 처벌하라고 한것인데 무슨 사과야/,0,0
9995,1OGc4,윤석열이 한 대 시원히 날렸네. 홈런~,0,0
9996,syOe,얘들아 이만희 OOO 해봐...니네  신천지 알바들 10만명 걸리믄 디진다.,0,1
9997,1INuP,원장님 사모님도 돌아가시고 밤에 외로울텐데,0,0
9998,1UQCv,이놈들 막 던지는구만. 아니면 말고식. 선거 후에 민주당 방 빼라,0,0
9999,3n22v,참 무섭다 전 홍준표 지지자 입니다  정확히 알지는 못하지만 제가 봤을때 사실은 이재명씨가 신뢰를 했던 사람들인데 뒤로 이재명씨한테 호박씨까고 돈벌다가 걸려서 이것도 저것도 안되는 상황이 만들어지지 극단적인 선택을 한것 같은데요 이재명씨 편드는게아니고 자살이라는 것은 생각하기는 쉽지만 실행하기는 정말 많이 실행하기가 힘든것입니다 저또한 이런저런 이유 때문에 자살이란 것을 많이 생각해보고 실행 하지 못한 시람으로써 이글 을 쓰고 있는겁니다. 이재명씨가 믿었던 사람이 자살을해서 이재명씨를 도와 줄까요?,0,0
10000,2WaWx,떡검들 니들 인생도 얼마 안남았다.,0,0
10001,1YSSp,"개그맨이나  사기꾼들 막 잘 지깔이는
 애들이 대통령 1순위로 ~ 딱 이얘기군
~",0,0
10002,3PVM7,"큰일이네... 윤석열 게이트가 맞구만..
이리도 판단이 안되면 우째...",0,0
10003,dtkcT,밥그룻 챙기기 쯧쯧,0,0
10004,1PJio,찢 대통령 되봐라 TK는 아주 핍박을 넘어 가루를 만들 인간이다 정신차려라,0,1
10005,5Fjp,아니 ㅋㅋㅋ 결국 돈받은 놈이 나쁜놈이자나,0,0
10006,2ME6k,유한기전본부장이 사망하여  분위기가 무거운 느낌이죠. 이낙연후보도 옵티머스 수사망에 걸린 보좌관이 극단선택하고 경선에서 지고 말았지요.,0,0
10007,2aPN8,충청대망(大望)을 이뤄주시길,0,0
10008,1AoQ2,멍청한 사람 뽀록날까 겁나서 토론 못하나부네,0,0
10009,3tFLB,아무렴 더불어터진당 뉴욕대 가짜뉴스만 하겠냐,0,1
10010,1i75F,안뽑아요,0,0
10011,5iK4,"아는게 없으니  나라 망칠려구  다른후보께 양보 하세한심하네
공정과 상식  말하지 말라고
본인  가족한테 그런말  쓰라구",0,0
10012,NUaC,정권주물어당이네.,0,0
10013,4lDob,이재명이가 되면 교도소에 있는 범죄자들을 모두 풀어 줄것이다. 왜?  너가  전과4범이고 범죄자니깐,0,1
10014,cUq8Q,대하민국 주적은 재앙죄명종자들이다.,0,1
10015,42NEM,댓글이 정답이네. 죄명이 죄수복은 국비로 줄게.,0,1
10016,22jq9,설전 20% 돌파하고 설연휴 지나면서 30% 가까워지면 사실상 여론은 안철수로 급격하게 몰릴 듯 합니다. 지금이 제일 고비이나...안후보도 지금의 큰 틀에서 소확공을 좀더 구체적으로 제시하면서 국민들에게 확실한 비전을 지속적으로 제시한다면 20대 대통령 안철수 입니다.,0,0
10017,2D9XA,진짜 어이가 없어서 국힘에 이거 기획한인간은 민주당간첩인듯,0,0
10018,4t6AZ,부산 서울에 어떻게든 후보내던 더듬어만진당과는 다르네 ㅋㅋㅋ,0,1
10019,63I6Z,MBC 시간문제,0,0
10020,2wMiv,여기 기웃  저기 기웃,0,0
10021,2oKmF,이게 윤석열의 공정인가 보다 자기 가족은 법 을 어겨도 되는 공정,0,0
10022,wv81,너도 윤씨도 어차피..,0,0
10023,1WvxM,새해에는 이재명은 천운이 내리고 윤짜장은 천벌이 내릴 것이다,0,0
10024,22OdA,"이재명은 문재인은 설득 못하면서, 윤석열 집권후의 계획에 대해, 뻔한 정치쇼만 하고 있네",0,0
10025,1btko,"썩열아 니가 죄가 없으면 되잖아, 뭐가 무서워서 그깟 동의를 못하냐",0,1
10026,G0Hw,"5년간 준비하지 않은 야당, 자업자득",0,0
10027,1Wkx9,"기자가 팩트하나.체크 못하고 지생각대로 글적네 

20대지지율이 이준석하나로 될꺼라생각함? 
신지예영입해서 페미팀 만들고 
죄디 민주당 좌파소속 인물들 영입하는데 

딱봐도 대통령되면 새로운당 창당하고 보수 팽당할꺼 아니깐 버린거야 틀딱들처럼 그래도 국힘지지해야지  이게 아니라고",0,1
10028,3c3rg,나라살림 걱정은 내려놓고 처자식 소고기나 실컷 사먹게하라.,0,0
10029,3q9ZY,세상 말세따   아직도  조폭이  있네,0,0
10030,Gyuv,멍청이 주제에 먼 후보야.,0,1
10031,9R5Xu,"이준석 또 입방정 떤다
너부터 사퇴하길빈다",0,0
10032,1vSiR,"석열이는  뒤풀이 달인   지가 하고도  배 째 하고도 
남을 놈이여",0,0
10033,17XDM,지금 집값은 폭락하고 있어요 조금만 참으세요,0,0
10034,1KH1s,사기꾼 이재명.. 180석 가진 더부러만진당이 마음만 먹으면 특검 할애비도 할수있는데 특검하자고 자꾸 사기친다.. 참 뻔뻔하고 인성이 개차반이다,0,1
10035,ssqr,저 털보는 민주당의 최고인민재판소 소장 그런넘 인겨  주제도 모르는넘 날뛰는 꼬라지하고는,0,1
10036,58oZ5,"범죄가 입증되면 후보던 아니던 처벌 받는더 아님?
그러면 국민의힘 당은 잔치집 될거고…
후보 되길 빌어야지….ㅋ",0,0
10037,6agb9,조국이는 누가되던  풍비박산 나겠네.   조국옹호 하던 절라인간들은 닭쫓던   🐶  된거고..,0,1
10038,1E63N,"일본도 그렇지만 동아시아에선 중공  공산당이 가장 위협적이다,...걔넨 중화민족의 굴기를 이루려고하자나 중공이 세계패권국가 되봐라..한국을 대우해줄 것 같아? 근데 현정부는 너무 중공에 눈치보고 줄서는 똥개짓을 서슴없이 하니 더만만히 보는게지",0,1
10039,2O059,당신이 몸통이지요,0,0
10040,2lBOJ,이제 고발이란 소리가 너무 하찮게 느껴진다. 개나소나 고발한대,0,0
10041,j2aw,한경오나 조중동이나....  테클걸껄 걸어라. 김건희 쉬쉬하지나 말고,0,0
10042,61Y3i,이재명 하여간 자신이 뭔가 억울하다고 생각하는게 있으면 뭔가 꼭 하고 넘어가야돼.. 그런 후보 비위 일일이 맞춰주느라고 민주당도 참 힘들겠다...,0,0
10043,41lvM,말이 서툰 윤석열답다,0,0
10044,anHZr,나를 위해 이재명 대통령님 뽑는다 이재명 천재대통령님 은 합니다    조폭두목 사기꾼 무식한 윤석두 는 몽둥이가 약이여,1,1
10045,1oJMF,이 분 주둥이에 좃이라도 박으셨나요?,0,1
10046,2aiw9,군미필자들의 얼간스러운 짓꺼리,0,0
10047,3TyrA,"윤희숙 전 의원님 적극 지지합니다.
밝은 미래 만들어주세요",0,0
10048,I29e,하지도 못할 일을 어떻게든 표만 얻으면 된다는 얄팍한 수를 쓰는구나!!!,0,0
10049,Lnk8,농지 양도세중과세 또는 8년자경해야 양도세면제로 묶어두는이유가 토지거래 활성화 시키면 아파트값 떨어지니까였겠죠 너도나도 투기수단 아파트 투자보다 토지거래 좀 활성화시켜봐요 아파트값 떨어지게,0,0
10050,2DmZM,도로 박그네당 다 아시죠?,0,0
10051,1zvz7,많이 더 많이 나불대라 ~~그럴수록 정권교체 열망만 높아진다 넌 당에 1도 도움안되는거 본인만 모르지,0,0
10052,37CPi,오가 또 구라였니? 박형준도 딸입시 구라고 ㅋㅋㅋ,0,0
10053,b7NHU,그만 나서라 제발..후보가 하께..,0,0
10054,4CFjN,애는 대체 뭐하는놈이냐...?  꼴갑떠네..,0,0
10055,1bWci,"네거티브 입에다가 저장해놓고 유세 하는구나 
부인 세금으로 호의호식하고 청와대 들어가면 곳간 거널",0,0
10056,2q1U6,국민을 개돼지로 보는 후보자일 뿐이다,0,0
10057,2PZrb,동률이래 ㅋㅋㅋㅋㅋㅋㅋㅋ 웃기지도 않네 여론조사가 아니라 여론조작??,0,0
10058,3yYz9,"종합적인대세을볼때야권에서는윤석열만이정권교체의적임자입니다,,,공정과정의을되찾아내로남불을일소하고무너진대한민국을한강기적의신화을재건해야합니다,,",0,0
10059,2OV2G,어휴.. 진짜 이상한사람이네 .. 철강은 죽으란거냐 ㅁㅊ;;,0,0
10060,2HdUl,근데 위자료를 왜 줘. 구라일 듯.. 이혼의 사유가 누구에게 있냐를 판단해서 위자료를 주는 건데..그래서 안믿겨.,0,0
10061,1aNKB,도사님이 컨펌하지않으면 윤석열은 움직이지 않는다는것을 증명~! 부패카르텔 한심하기짝이없다~!!,0,0
10062,142AY,"구가 정책을 표만위해 
한시적으로 연기 유보 떠드는 무책임
선거끝나면 원위치?",0,0
10063,4FjYH,사드가 뭔지도 모르니 저런소리지 사드는 미국위한거야 미국도 더 없어도 된다고 말한 미국전문가 말도 믿지 못하고 잘 모르는 소리라고 하니 쩝~ 진짜 큰일이다 무당말만 믿는다니~,0,0
10064,bggos,안철수는 그냥 사퇴하세요,0,0
10065,2hDxf,태도 너무 건방져요,0,0
10066,2f4QK,공무원사칭 이재명씨ㅎ창피한줄 아셔요.어디서 감히 ㅋ,0,0
10067,1kwmK,준석아 니그 아부지 땅이나 특검하자!!,0,0
10068,3OaFL,ㅈㄹ하고 자빠졌네. ㅋ. 꼴랑 몇표나 된다고 ㅋ ㅋ,0,0
10069,sQp4,결혼 이력은 맞나.  엄청 많을듯.    이정도면 인조 인간이지,0,0
10070,aubeK,입만 열면 거짓말 투성인 이재명.,0,0
10071,1iZqC,내가 mb 아바타란 말입니꽈~~~♡,0,0
10072,3ScQn,윤가는 교체즉시 엄정수사 필요함!,0,0
10073,3dDke,"그러면 이전정부 적폐는 그대로 두겠다,이전정부 잘못은 덮어 줄께,그동안 이전정부에서 했던 정치보복은 안할께...라고 하면 문재인은 뭐라고 할까? 도둑이 지발 지린다고 했다. 죄없으면,적폐수사 강력히 해야 하지 않는가?",0,0
10074,3O1bn,"대한민국 이   어떻게  될려고  저러나~~!!
   패륜  욕쟁이    날강도   거짓말쟁이     무상연애호소자가   대통령 하겠다고 설쳐대니~~!!ㅉ ㅉ",0,1
10075,47vvL,3자 대결로 갈 조짐으로 보이네,0,0
10076,1kxAv,걱정말아요  성숙한 호남인들은 막판에  80~90% 지지할꺼예요,0,0
10077,1d9EL,ㅋㅋ 얘는 뻔뻔한 게 문재앙보다 한 수 위네,0,1
10078,3kkgw,"욕쟁이 이죄명 진짜 구역질에~~~~ 대장동 몸통 두목 이죄명!!!!  가족들 쌍욕으로 다 죽이고~~~~~
별 미친 소시오 패스 이죄명이 대통령 되고 싶다네요~~~~~~  ㅎㅎㅎ",0,1
10079,16wPO,사실상 건보료 폭탄선언임 ㅋㅋ 재명이 미쳤네 ㅋㅋ,0,0
10080,COP8,ㅎㅎ 후보가 두명만 있는게 아니다!,0,0
10081,45b1P,"처가 단속이나 잘해라, 맨날 사기나 치고 다니고",0,0
10082,6qEIB,ㅋㅋㅋ에이~ 진짜?ㅋ 지나가는 개가 웃겠다. 국민이 바보냐?,0,0
10083,66fOo,"이재명에게는 심상정이 포인트다
대어를 낚으려면 서민정책의 틀을 마련해라",0,0
10084,3pZz7,"누구냐 넌? ""전 화촌데유~~~~""",0,0
10085,bdo2e,공수처가 공중분해 위기에 놓였다.  국민들은 철저히 주시하고 있음을 알아라.  철저히 무능하고 철저히 편파적임을~~.  자승자박에서 벗어나려면 생각 잘해라. 지금은 쌍팔년도가 아니란 말이다,0,0
10086,adc8E,발정제 죽어라고 핥는 놈들 이제 전라도 홍어떼인게 분명히 밝혀졌네 ㅋㅋㅋ 적당히들 해 어차피 홍어떼들 리낙연 몰표잖아? ㅋㅋㅋ,0,1
10087,2G3RV,그만 쫌 울어라.. 보기싫타.  후보도울고 후보마누라도 울고 대변인도 울고  울보들 집단이냐?,0,0
10088,4A0Oc,"박근혜 씹던 전여오기 ᆢ
이번에는 준석이ㆍ석열이 씹냐?
이 여자 공천 주면 국민의힘  쓰레기 집단이딘ㆍ
할매야 ᆢ이제 집에가서 입에 테이프 붙이고 자라!",1,1
10089,2gAa7,또 표심잡기 ㅋㅋ,0,0
10090,3K5i,진짜 이렇게 뽑을 사람 없는 대선이 있었나 싶을정도로 다 맘에 안든다 진짜ㅡㅡ,0,0
10091,5kMzo,일을 할 수 있는 환경을 만드는 데 돈을 써야하는 것 아닌가요. 이렇게 돈을 퍼다주면 누가 일을 하려고 하겠습니까. 일을 하는 사람도 일 그만두고 놀 판이네요. 지원금이다 뭐다 하며 맨날 돈 퍼주기 하는데 결국 다 국민 세금으로 나가는 거 아닌가요. 당장 눈 앞에 보이는 것이 아니라 장기적으로 이로운 방향으로 정책을 실행해줬으면 좋겠네요.,0,0
10092,3F2g6,"아휴 전두환 전은 8년을 해먹는 왕이라고 했었는데 
갑자가 조선시대로 가고있네",0,0
10093,1SEY0,참나  저것들 수준 하고는!  뭔 초딩들도 아니고,0,0
10094,3ckA1,다 맞는말... 빨리 특검가서 파헤쳐야지,0,0
10095,2yeEV,"국짐이정권잡으면 도로조선시대로
퇴보하는것이다.
현명한판단과,정치권력부패
송두리체뿌리뽑길 기대한다.",0,1
10096,5j1K8,"댓글보니 ㄷㅋ 총 동원령 내려졌냐.., 사회악 ㄷㅋ문들",0,1
10097,2NBrn,그동안 했던 개그 재미없었는데 이제야 좀 웃기기 시작하네...,0,0
10098,QBAj,광속 압수 안하면 증거 인멸하니까. 잘 알면서...,0,0
10099,1Vpit,사과의 진정성이 1도 안느껴진다,0,0
10100,4Shll,"나도 참,,,  사람볼줄 너무 모른다   
진중권이 조국사태때 보여준 일련의 언행들을 진보진영에 대한 애정에서 비롯됫을것이란  참으로 순진한 생각을 했었기 때문이다",0,0
10101,bESYt,측근이 아닌데 선거자금의혹이 왜???,0,0
10102,15t43,죽을까봐 무섭다,0,0
10103,3WLLM,"한때는 윤석렬을 참 좋게 봤다.
잠시나마 한때...",0,0
10104,1Tl4v,"그말이더웃긴다..
결국윤석열은김건희,김종인아바타라는거잖아..
ㅋㅋㅋ
혼자할줄아는게없네..도리도리밖에..",0,1
10105,1VTIO,"너부터 도려내고 싶으니 어여 사퇴하고
 개들하고 조사받을 준비해라",0,0
10106,2XvET,오늘 명동유세 이재명후보도 현장 지지자들도 최고였습니다,0,0
10107,1zmFt,이런nom이 비례대표의원이니 민주당 알조있다 여자들튓조사하는게 비례대표냐?  썩어빠진nom들!!,0,0
10108,4Zhmh,이거 파보면 제미 있것다.허긴 기자들이 파고 있것지~장모건/쥬리건/윤도리건 이것만해도 2022년은 꽉 체울것다.대장동건도 장모님 우리장모님???,0,0
10109,3BdGL,쓰레기언론 멸공이 놀이냐. 생각이지.  빨갱이신문사.,1,1
10110,1zQh1,"새로운 정치를 위해 586용퇴론 언급하더니, 3040 중용한다더니 퇴물들 다시 끌어 모으는게 새로운 정치야 ?? 하나부터 열까지 말과 행동이 다른 몰염치한 족속들 ㅌ ㅌ",0,1
10111,2obiw,120시간으로 늘리자는거지?ㅋㅋㅋㅋㅋㅋ 졌다 선거ㅋㅋㅋㅋ,0,0
10112,5uw0n,홍 유 이 인간들 욕만 나온다,0,0
10113,4gSIb,저렇게 보니 진짜 닮았다,0,0
10114,2Lsp8,그전에 세계대전일어날것같은데 3차대전이나 핵전쟁 인류멸망,0,0
10115,18uSu,도둑년 마누라 28....?,0,0
10116,2at1v,"팩트폭행 ㅎㅎ
운동 팔아 의원된 주제에 ㅋㅋ 진중권 팩트오지네",0,0
10117,wt0W,2030이 아니라 40대 진보대학생 어르신들입니닼ㅋㅋㅋㅋ,0,0
10118,3asX7,조국 만큼만 털어보자. 더도말고.,0,0
10119,3ytDZ,당연히 오른다.지금까지 오르지 못한 지역이 갭 메꾸기위한 상승이 있을 것이다,0,0
10120,8hxzK,"개인적 의견. 검찰을 잘아는 홍준표. 법무부 장관 내지  총리급. 유승민. 기재부  부총리.  이혜훈  조은희  능력 탁월함.  계륵 안철수 통크게 요구 수용. 원희룡  차차기 인물이니  능력 발휘 할수 있도록  키우고,  지금은 좌천된 한검사  윤검사 픽업해, 그간의 피폐된. 조국(교육)  추미애(특권의식, 아들), 소득주도성장(장하성  김수현 홍장표) 과 같은 포지션 부동산 김현미 . 이 나라 최고의 고민인 전교조  민노총 전공노의 불합리 따져 주세요.",0,0
10121,1VgS7,남욱/변호사 (JTBC '뉴스룸' / 어제) : 제 기억에 이게 이재명 도지사하고 제가 알고 있는 한 거기는 관계가 없거든 사실. 내가 아는 12년 동안 내가 그 사람(이재명 후보)을 지켜보면서 얼마나 많이 해봤겠어요. 트라이를? 아유 씨알도 안 먹혀요.] ᆢ어제 국감에서 이재명지사가 그토록 당당하고 자신있게 국짐당을 상대했던 이유죠 이쯤되면 이재명지사를 청렴의 아이콘이라 할 만합니다 ^^,0,0
10122,6ns2r,정책을  보고   후보  자질을보고  뽑았으면 좋겠다,0,0
10123,2bu60,국민을 완전히 가붕개로 보는구나. 파리가 싹싹빌때 때려잡자 국민들이여!!,1,1
10124,2X5GE,김재원 또 술취한 소리 하는구나.ㅎㅎ,0,0
10125,1b0Xr,선택적기억만 하면서 오로지 순발력을 무기로 말만 잘하는게 토론? 치매검사부터 먼저하는게 순서아닐까 10여명이랑 10일넘게 여행같이한사람을 기억못한다? ㅋㅋ 그저 웃는다,0,0
10126,1KzkT,180석으로 그동안 무엇을 해왔는지 부터 살펴보고 이바구를.... 저들에게는 진정성이라는 어휘는 시시각각으로 변해온게 진정성이 아닌가...,0,0
10127,al9W4,뭔 말도안되는 걸 비교하나... 그나이에 벌써 시작인겨?,0,0
10128,1HuTK,놀고들 있네.,0,0
10129,3Dv0X,"떳떳하면 수임료 공개 하면 될것을~ 
다른 후보였으면 이재명캠프에서 어땠을까요?",0,0
10130,KVm0,"김건희리스크라 했더니, 김혜경리스크가 더 심하네.",0,0
10131,3DbGq,국민 여러분! 코로나 시국에 의사이자 과학도 안철수로 안전하게 갑시다. 윤석열보다 백배 더 나은  후보라는건  사실이자나요?,0,0
10132,Pw3,저거 국정원에서 민감한정보 수집하고 이거 정치적으로 활용하겠단말 인정한거아닌가? 박지원도 감빵가겠다 딱보니깐,0,0
10133,aBEL,"정말 밥맛이야 정 떨어진다.
좀 조용히 있어 주길 바랍니다",0,0
10134,cGbt1,진짜윤핵관이 권성동 장재원 김재원 조수진인가요 권성동은 국킴사무총장인데 이준석부하같은데 이준석따라다녀야하는데 맨날 여기저기 기웃거리고다니며 정탐하나 개검출신답다 김종인옆에서 뭘생각할가,0,0
10135,3ogq4,"정권교체에 실패한다면 대의를 무시하고 나라를 망친 네 사람이 역사에 기록될 것이다. 이준석 김종인 홍준표 유승민, 이들이 저지르는 짓거리들이 이젠 소름 돋는다.",0,0
10136,O2oZ,어차피 윤도리는 또 대장동만 얘기하겠지. 대장동 말고는 아는거 쥐뿔도 없으니. 아 참~! 이제 그것도 못하겠네. 부산저축은행 비리하고 집팔은거 되치기 당할테니.,0,0
10137,oBKh,니는 지난대선째 빤스도 빨강입었잖아 지금은 파랑빤스 입고 있는거 아니냐ㅋㅋ,0,0
10138,12YvD,니가 할소리는 아니야~~,0,0
10139,ae61A,윤석열정도되야 저런아내를 얻는구나 나도 열심히해야지 일단 이재명은 안된다 외모가그러니 유전자가 이상해서 아들놈봐라 여자못만나서 성매매가뭐냐 ㅋㅋ,0,0
10140,2xGVX,이 제보자 스스로 모순된 이야기하네요..지금 고발사주사건이 문제로 지적되는건 검사(손준성)가 야당인사한데 자료를 보냈다는게 문제아닌가요? 일반인이나 당관계자가 보내면 아무 문제가 안되는겁니다 근데 제보자는 언론제보할때 손준성이 검사인지도 몰랐다고 하는데 아니 검사인지 몰랐으면 이러한 자료가 불법적인건지 인식이 안되었을텐데 왜 언론제보한건가요? 검사가 꼈기에 문제가 되는건데 검사인지몰랐는데 제보해보니 손준성이 검사엿다? 무슨 뺑뺑이 까는 말을 하고있죠?,0,0
10141,tuyR,"문재인이   책상 다리에 고약 붙이는 소리하고 자빠졌다 .    나라에  이렇게 큰 부패사건의    주범을      청뫄대 불러     면죄부를 주겠다고 하는 짓거리 보소 .     무능한 자식이   추악한  놈과  다과회를 한다니.......   문재인은   정치 기본이 되어 있지 않은 머저리 자식이다 ,  뿌린  것  만큼    거두리라",0,1
10142,5mfX0,분수를 알아야지!!  안철수의 욕심은 끝이 없구나! 정신차리세요! 이번에도 대깨문들의 역선택을 기대하는거야!!  그런거야?,0,1
10143,1DuMX,1원은 안받고 다른놈들 이익 취하게 만들었지,0,0
